id,address,city,street,house_number,entrance,zip,match_type,itm_x,itm_y,utm_x,utm_y,source_file,status
001027-073567-03617-X,"פטרה 2, דימונה",דימונה,פטרה,2,,,exact,203624.07,551581.09,,,File A,ok
001027-073567-03618-X,"שד הנשיא 187, דימונה",דימונה,שד הנשיא,187,,,none,,,,,File A,ok
001027-073567-03619-X,"גמלא 21, דימונה",דימונה,גמלא,21,,,exact,203375.04,551790.89,,,File A,ok
001027-073567-03620-X,"דרך השלום 58, דימונה",דימונה,דרך השלום,58,,,exact,203558.44,553632.68,,,Both (File A & B),ok
001027-073567-03621-X,"קטלב 23, דימונה",דימונה,קטלב,23,,,exact,203717.84,554143.28,,,File A,ok
001027-082646-00001-X,"התירוש 1, דימונה",דימונה,התירוש,1,,8610551,street,202265.62,552491.84,693145.00,3438398.99,File B (Preferred),resolved_preference
001027-073567-03623-X,"דיין משה 8, דימונה",דימונה,דיין משה,8,,,exact,203822.50,553693.39,,,File A,ok
001027-073567-03624-X,"פרג 31, דימונה",דימונה,פרג,31,,,exact,203587.36,554320.46,,,File A,ok
001027-073567-03625-X,"שבזי שלום 8, דימונה",דימונה,שבזי שלום,8,,,exact,203943.58,553630.32,,,File A,ok
001027-073567-03626-X,"המעלה 10, דימונה",דימונה,המעלה,10,,,exact,203867.67,553429.59,,,Both (File A & B),ok
001027-073567-03627-X,"מורן החורש 41, דימונה",דימונה,מורן החורש,41,,,exact,204059.42,554177.92,,,File A,ok
001027-084137-00251-X,"? 251, דימונה",דימונה,?,251,,8604201,none,,,,,File B (Preferred),resolved_preference
001027-079550-00537-X,"האורן 537, דימונה",דימונה,האורן,537,,8602920,street,202691.77,552731.07,693566.33,3438646.65,File B (Preferred),resolved_preference
001027-073567-03630-X,"הר מירון 3, דימונה",דימונה,הר מירון,3,,,exact,203589.14,555045.01,,,File A,ok
001027-077042-00011-X,"מצדה 11, דימונה",דימונה,מצדה,11,,8601204,street,202919.76,552256.97,693803.70,3438177.15,File B (Preferred),resolved_preference
001027-073567-03632-X,"שד הנשיא 27, דימונה",דימונה,שד הנשיא,27,,,exact,202509.21,552312.06,,,File A,ok
001027-073567-03633-X,"שטרן יאיר 11, דימונה",דימונה,שטרן יאיר,11,,,none,,,,,File A,ok
001027-073567-03634-X,"הרימון 7, דימונה",דימונה,הרימון,7,,,exact,202562.58,552536.46,,,Both (File A & B),ok
001027-073567-03635-X,"בבא סאלי 32, דימונה",דימונה,בבא סאלי,32,,,exact,202718.97,552025.53,,,Both (File A & B),ok
001027-077597-00181-X,"נוה מדבר 181, דימונה",דימונה,נוה מדבר,181,,8601367,street,202685.35,552167.71,693571.10,3438083.25,File B (Preferred),resolved_preference
001027-082133-00003-X,"המלאכה 3, דימונה",דימונה,המלאכה,3,,8621106,street,201685.57,552840.77,692558.11,3438736.35,File B (Preferred),resolved_preference
001027-082133-00012-X,"המלאכה 12, דימונה",דימונה,המלאכה,12,,8621102,street,201685.57,552840.77,692558.11,3438736.35,File B (Preferred),resolved_preference
001027-075677-00367-X,"השבלים 367, דימונה",דימונה,השבלים,367,,8602772,street,202629.69,552490.53,693509.04,3438404.91,File B (Preferred),resolved_preference
001027-073567-03640-X,"כליל החורש 51, דימונה",דימונה,כליל החורש,51,,,exact,203897.26,554293.76,,,File A,ok
001027-073567-03641-X,"ליבנה 36, דימונה",דימונה,ליבנה,36,,,exact,203875.90,554219.48,,,File A,ok
001027-073567-03642-X,"שבזי שלום 24, דימונה",דימונה,שבזי שלום,24,,,exact,204017.35,553451.77,,,File A,ok
001027-073567-03643-X,"יודפת 22, דימונה",דימונה,יודפת,22,,,exact,203319.54,551568.13,,,File A,ok
001027-083704-01324-X,"מרחבים 1324, דימונה",דימונה,מרחבים,1324,,8616920,street,203497.57,553750.43,694351.77,3439681.87,File B (Preferred),resolved_preference
001027-073567-03645-X,"חצב 7, דימונה",דימונה,חצב,7,,,exact,203682.88,554067.77,,,File A,ok
001027-073567-03646-X,"סחלבן החורש 67, דימונה",דימונה,סחלבן החורש,67,,,exact,204153.88,554052.25,,,File A,ok
001027-073567-03647-X,"תל לכיש 18, דימונה",דימונה,תל לכיש,18,,,exact,203621.22,551982.27,,,File A,ok
001027-077597-00104-X,"נוה מדבר 104, דימונה",דימונה,נוה מדבר,104,,8601303,street,202685.35,552167.71,693571.10,3438083.25,File B (Preferred),resolved_preference
001027-073567-03649-X,"סחלבן החורש 22, דימונה",דימונה,סחלבן החורש,22,,,exact,203811.08,554007.47,,,File A,ok
001027-073567-03650-X,"רזיאל דוד 14, דימונה",דימונה,רזיאל דוד,14,,,none,,,,,File A,ok
001027-073567-03651-X,"ערוגות 4, דימונה",דימונה,ערוגות,4,,,exact,203282.67,553607.88,,,Both (File A & B),ok
001027-081676-00004-X,"רקפת 4, דימונה",דימונה,רקפת,4,,8603809,street,203068.05,552445.44,693948.23,3438368.54,File B (Preferred),resolved_preference
001027-073567-03653-X,"קטלב 41, דימונה",דימונה,קטלב,41,,,exact,203715.10,554246.65,,,File A,ok
001027-082456-00024-X,"הברוש 24, דימונה",דימונה,הברוש,24,,8602964,street,202871.68,552705.97,693746.71,3438625.13,File B (Preferred),resolved_preference
001027-073567-03655-X,"לילך 24, דימונה",דימונה,לילך,24,,,none,,,,,File A,ok
001027-073567-03656-X,"חצב 32, דימונה",דימונה,חצב,32,,,none,,,,,File A,ok
001027-073567-03657-X,"שד הנשיא 198, דימונה",דימונה,שד הנשיא,198,,,none,,,,,File A,ok
001027-073567-03658-X,"מולדה 1, דימונה",דימונה,מולדה,1,,,none,,,,,File A,ok
001027-073567-03659-X,"הפסגה 82, דימונה",דימונה,הפסגה,82,,,exact,204082.14,553042.32,,,Both (File A & B),ok
001027-073567-03660-X,"רחבת הבנים 9, דימונה",דימונה,רחבת הבנים,9,,,none,,,,,File A,ok
001027-082584-00006-X,"השקד 6, דימונה",דימונה,השקד,6,,8610542,street,202668.81,552527.14,693547.42,3438442.30,File B (Preferred),resolved_preference
001027-073567-03662-X,"המעלה 24, דימונה",דימונה,המעלה,24,,,exact,203971.57,553294.60,,,Both (File A & B),ok
001027-073567-03663-X,"חגי 4, דימונה",דימונה,חגי,4,,,exact,203267.42,554124.30,,,File A,ok
001027-073567-03664-X,"דני 6, דימונה",דימונה,דני,6,,,none,,,,,File A,ok
001027-073567-03665-X,"נתיב הל""ה 4, דימונה",דימונה,"נתיב הל""ה",4,,,none,,,,,File A,ok
001027-073567-03666-X,"שיקמה 20, דימונה",דימונה,שיקמה,20,,,none,,,,,File A,ok
001027-073567-03667-X,"שטרן יאיר 1, דימונה",דימונה,שטרן יאיר,1,,,none,,,,,File A,ok
001027-073567-03668-X,"דרך השלום 47, דימונה",דימונה,דרך השלום,47,,,exact,203468.85,553616.25,,,Both (File A & B),ok
001027-077659-00067-X,"בבא סאלי 67, דימונה",דימונה,בבא סאלי,67,,8601712,street,203011.54,552145.06,693897.69,3438067.09,File B (Preferred),resolved_preference
001027-073567-03670-X,"מורן החורש 56, דימונה",דימונה,מורן החורש,56,,,exact,204120.41,554144.93,,,File A,ok
001027-073567-03671-X,"חגי 41, דימונה",דימונה,חגי,41,,,exact,203544.29,554034.52,,,File A,ok
001027-073567-03672-X,"רחבת יונתן 5, דימונה",דימונה,רחבת יונתן,5,,,none,,,,,File A,ok
001027-073567-03673-X,"דרך השלום 63, דימונה",דימונה,דרך השלום,63,,,exact,203529.14,553641.65,,,Both (File A & B),ok
001027-073567-03674-X,"שיזף 92, דימונה",דימונה,שיזף,92,,,exact,203763.55,554621.05,,,File A,ok
001027-073567-03675-X,"מצדה 4, דימונה",דימונה,מצדה,4,,,exact,202765.85,552265.24,,,Both (File A & B),ok
001027-077659-00068-X,"בבא סאלי 68, דימונה",דימונה,בבא סאלי,68,,8601713,exact,203131.50,552183.06,694016.88,3438107.45,File B,ok
001027-077659-00068-א,"בבא סאלי 68, דימונה",דימונה,בבא סאלי,68,א,8601714,exact,203131.50,552183.06,694016.88,3438107.45,File B,ok
001027-073567-03677-X,"מבצע ברוש 18, דימונה",דימונה,מבצע ברוש,18,,,none,,,,,File A,ok
001027-073567-03678-X,"הר כנען 6, דימונה",דימונה,הר כנען,6,,,exact,203578.89,555063.99,,,File A,ok
001027-073567-03679-X,"ליבנה 4, דימונה",דימונה,ליבנה,4,,,exact,203874.23,554059.11,,,File A,ok
001027-073567-03680-X,"חטיבת אלכסנדרוני 4082, דימונה",דימונה,חטיבת אלכסנדרוני,4082,,,none,,,,,File A,ok
001027-073567-03681-X,"הרמה 29, דימונה",דימונה,הרמה,29,,,exact,203934.84,553150.91,,,File A,ok
001027-083744-00020-X,"הפסגה 20, דימונה",דימונה,הפסגה,20,,8617020,exact,203828.35,553540.47,694686.67,3439478.51,File B (Preferred),resolved_preference
001027-073567-03683-X,"אזוב 7, דימונה",דימונה,אזוב,7,,,none,,,,,File A,ok
001027-073567-03684-X,"סיתונית 17, דימונה",דימונה,סיתונית,17,,,exact,203115.23,553936.08,,,File A,ok
001027-073567-03685-X,"כורזין 13, דימונה",דימונה,כורזין,13,,,exact,203739.34,551563.87,,,File A,ok
001027-073567-03686-X,"סחלבן החורש 78, דימונה",דימונה,סחלבן החורש,78,,,exact,204132.28,554011.86,,,File A,ok
001027-078072-00065-X,"קדש 65, דימונה",דימונה,קדש,65,,8601638,street,202704.82,551950.21,693594.88,3437866.17,File B (Preferred),resolved_preference
001027-073567-03688-X,"הר ארבל 9, דימונה",דימונה,הר ארבל,9,,,exact,203643.41,554889.34,,,File A,ok
001027-073567-03689-X,"אדר 7, דימונה",דימונה,אדר,7,,,exact,203782.84,554112.92,,,File A,ok
001027-073567-03690-X,"חרוב 9, דימונה",דימונה,חרוב,9,,,exact,203785.01,554365.74,,,File A,ok
001027-077597-00166-X,"נוה מדבר 166, דימונה",דימונה,נוה מדבר,166,,8601322,street,202685.35,552167.71,693571.10,3438083.25,File B (Preferred),resolved_preference
001027-073567-03692-X,"מרווה 4, דימונה",דימונה,מרווה,4,,,exact,203639.97,554146.40,,,File A,ok
001027-073567-03693-X,"המעפיל 28, דימונה",דימונה,המעפיל,28,,,exact,203337.64,553406.58,,,Both (File A & B),ok
001027-073567-03694-X,"מילרוד אליעזר 8, דימונה",דימונה,מילרוד אליעזר,8,,,exact,203747.58,552641.12,,,Both (File A & B),ok
001027-073567-03695-X,"דיין משה 6, דימונה",דימונה,דיין משה,6,,,exact,203818.84,553680.86,,,File A,ok
001027-084045-00155-X,"היונה 155, דימונה",דימונה,היונה,155,,8607210,street,203571.84,553552.16,694429.97,3439485.10,File B (Preferred),resolved_preference
001027-073567-03697-X,"סחלבן החורש 24, דימונה",דימונה,סחלבן החורש,24,,,exact,203813.16,554022.00,,,File A,ok
001027-073567-03698-X,"הר כנען 3, דימונה",דימונה,הר כנען,3,,,exact,203535.02,555064.82,,,File A,ok
001027-073567-03699-X,"ליבנה 3, דימונה",דימונה,ליבנה,3,,,exact,203847.98,554058.37,,,File A,ok
001027-073567-03700-X,"עבדת 41, דימונה",דימונה,עבדת,41,,,exact,203922.85,552726.28,,,Both (File A & B),ok
001027-073567-03701-X,"מבצר עכו 3, דימונה",דימונה,מבצר עכו,3,,,exact,203748.77,551690.36,,,File A,ok
001027-073567-03702-X,"רחבת אורון 12, דימונה",דימונה,רחבת אורון,12,,,exact,202912.29,552521.01,,,Both (File A & B),ok
001027-085985-00520-X,"דוד אלעזר 520, דימונה",דימונה,דוד אלעזר,520,,8616225,street,203732.79,553633.09,694589.29,3439569.21,File B (Preferred),resolved_preference
001027-085985-00520-א,"דוד אלעזר 520, דימונה",דימונה,דוד אלעזר,520,א,8616226,street,203732.79,553633.09,694589.29,3439569.21,File B (Preferred),resolved_preference
001027-085985-00520-ב,"דוד אלעזר 520, דימונה",דימונה,דוד אלעזר,520,ב,8616227,street,203732.79,553633.09,694589.29,3439569.21,File B (Preferred),resolved_preference
001027-085985-00520-ג,"דוד אלעזר 520, דימונה",דימונה,דוד אלעזר,520,ג,8616228,street,203732.79,553633.09,694589.29,3439569.21,File B (Preferred),resolved_preference
001027-082456-00022-X,"הברוש 22, דימונה",דימונה,הברוש,22,,8602962,street,202871.68,552705.97,693746.71,3438625.13,File B (Preferred),resolved_preference
001027-073567-03705-X,"המעפיל 13, דימונה",דימונה,המעפיל,13,,,exact,203158.10,553448.46,,,Both (File A & B),ok
001027-073567-03706-X,"שיקמה 6, דימונה",דימונה,שיקמה,6,,,exact,203621.32,554516.29,,,File A,ok
001027-076793-00767-X,"הנרקיס 767, דימונה",דימונה,הנרקיס,767,,8603612,street,202982.19,552397.73,693863.33,3438319.13,File B (Preferred),resolved_preference
001027-073567-03708-X,"לובטקין צביה 4, דימונה",דימונה,לובטקין צביה,4,,,none,,,,,File A,ok
001027-073567-03709-X,"חרוב 30, דימונה",דימונה,חרוב,30,,,none,,,,,File A,ok
001027-073567-03710-X,"הר שגיא 2, דימונה",דימונה,הר שגיא,2,,,exact,203307.92,554993.66,,,File A,ok
001027-082696-00777-X,"היורה 777, דימונה",דימונה,היורה,777,,8601229,street,203066.32,552086.99,693953.62,3438010.11,File B (Preferred),resolved_preference
001027-073567-03712-X,"ציפורן 25, דימונה",דימונה,ציפורן,25,,,exact,203788.84,554435.49,,,File A,ok
001027-073567-03713-X,"הפסגה 70, דימונה",דימונה,הפסגה,70,,,exact,204058.28,553159.50,,,Both (File A & B),ok
001027-073567-03714-X,"יגור 23, דימונה",דימונה,יגור,23,,,none,,,,,File A,ok
001027-073567-03715-X,"הר כרמל 25, דימונה",דימונה,הר כרמל,25,,,exact,203479.71,554966.75,,,File A,ok
001027-073567-03716-X,"דרך השלום 29, דימונה",דימונה,דרך השלום,29,,,exact,203402.32,553595.73,,,Both (File A & B),ok
001027-073567-03717-X,"שבזי שלום 6, דימונה",דימונה,שבזי שלום,6,,,exact,203928.92,553652.06,,,File A,ok
001027-073567-03718-X,"ציפורי 27, דימונה",דימונה,ציפורי,27,,,exact,203411.21,551583.75,,,File A,ok
001027-078072-00068-X,"קדש 68, דימונה",דימונה,קדש,68,,8601641,street,202704.82,551950.21,693594.88,3437866.17,File B (Preferred),resolved_preference
001027-073567-03720-X,"שיקמה 10, דימונה",דימונה,שיקמה,10,,,exact,203647.13,554493.96,,,File A,ok
001027-075911-00315-X,"הרימון 315, דימונה",דימונה,הרימון,315,,8610505,street,202510.01,552536.37,693388.46,3438448.38,File B (Preferred),resolved_preference
001027-082292-01659-X,"כובשי אילת 1659, דימונה",דימונה,כובשי אילת,1659,,8603910,street,203751.86,552507.00,694630.71,3438443.66,File B (Preferred),resolved_preference
001027-073567-03723-X,"שיזף 1, דימונה",דימונה,שיזף,1,,,none,,,,,File A,ok
001027-073567-03724-X,"הר גולן 7, דימונה",דימונה,הר גולן,7,,,exact,203216.44,555004.55,,,File A,ok
001027-073567-03725-X,"הרדוף הנחלים 10, דימונה",דימונה,הרדוף הנחלים,10,,,exact,204114.82,554359.30,,,File A,ok
001027-073567-03726-X,"שטרן יאיר 2, דימונה",דימונה,שטרן יאיר,2,,,none,,,,,File A,ok
001027-078222-00140-X,"ניצנה 140, דימונה",דימונה,ניצנה,140,,8601337,street,202958.16,552147.39,693844.27,3438068.35,File B (Preferred),resolved_preference
001027-083058-00021-X,"טיילת הספורט 21, דימונה",דימונה,טיילת הספורט,21,,8617983,street,203110.71,553353.00,693972.85,3439276.81,File B (Preferred),resolved_preference
001027-073567-03729-X,"מרווה 15, דימונה",דימונה,מרווה,15,,,exact,203661.46,554190.49,,,File A,ok
001027-073567-03730-X,"ליבנה 38, דימונה",דימונה,ליבנה,38,,,exact,203875.32,554237.03,,,File A,ok
001027-073567-03731-X,"שד הנשיא 10, דימונה",דימונה,שד הנשיא,10,,,exact,202547.74,552263.68,,,File A,ok
001027-073567-03732-X,"הר גולן 6, דימונה",דימונה,הר גולן,6,,,exact,203216.29,555030.50,,,File A,ok
001027-073567-03733-X,"עבדת 19, דימונה",דימונה,עבדת,19,,,exact,203780.01,552770.71,,,Both (File A & B),ok
001027-083744-00019-X,"הפסגה 19, דימונה",דימונה,הפסגה,19,,8617019,street,204020.41,553366.47,694882.16,3439308.35,File B (Preferred),resolved_preference
001027-073567-03735-X,"קלעת נמרוד 15, דימונה",דימונה,קלעת נמרוד,15,,,exact,203285.35,551478.44,,,File A,ok
001027-075911-00334-X,"הרימון 334, דימונה",דימונה,הרימון,334,,8610519,street,202510.01,552536.37,693388.46,3438448.38,File B (Preferred),resolved_preference
001027-073567-03737-X,"רחבת הפלמ""ח 10, דימונה",דימונה,"רחבת הפלמ""ח",10,,,none,,,,,File A,ok
001027-073567-03738-X,"מולדה 4, דימונה",דימונה,מולדה,4,,,none,,,,,File A,ok
001027-073567-03739-X,"הפסגה 73, דימונה",דימונה,הפסגה,73,,,exact,204139.10,553304.53,,,Both (File A & B),ok
001027-073567-03740-X,"שבזי שלום 7, דימונה",דימונה,שבזי שלום,7,,,exact,203979.48,553648.66,,,File A,ok
001027-073567-03741-X,"רחבת האשלג 12, דימונה",דימונה,רחבת האשלג,12,,,exact,202766.57,552724.30,,,Both (File A & B),ok
001027-073567-03742-X,"שיזף 17, דימונה",דימונה,שיזף,17,,,exact,204068.07,554311.16,,,File A,ok
001027-073567-03743-X,"הר חרמון 10, דימונה",דימונה,הר חרמון,10,,,exact,203818.91,555004.33,,,File A,ok
001027-074730-00552-X,"האשל 552, דימונה",דימונה,האשל,552,,8602502,street,202817.04,552828.53,693689.65,3438746.59,File B (Preferred),resolved_preference
001027-077597-00108-X,"נוה מדבר 108, דימונה",דימונה,נוה מדבר,108,,8601305,street,202685.35,552167.71,693571.10,3438083.25,File B (Preferred),resolved_preference
001027-082646-00011-X,"התירוש 11, דימונה",דימונה,התירוש,11,,8610561,street,202265.62,552491.84,693145.00,3438398.99,File B (Preferred),resolved_preference
001027-073567-03747-X,"מבצר עכו 22, דימונה",דימונה,מבצר עכו,22,,,exact,203835.14,551621.59,,,File A,ok
001027-082052-00210-X,"בר כוכבא 210, דימונה",דימונה,בר כוכבא,210,,8604642,street,203406.55,552625.19,694283.11,3438554.99,File B (Preferred),resolved_preference
001027-073567-03749-X,"ליבנה 34, דימונה",דימונה,ליבנה,34,,,exact,203876.08,554210.59,,,File A,ok
001027-073567-03750-X,"ישעיה 8, דימונה",דימונה,ישעיה,8,,,exact,203437.22,554291.96,,,File A,ok
001027-073567-03751-X,"הר כרכום 2, דימונה",דימונה,הר כרכום,2,,,exact,203547.41,554911.12,,,File A,ok
001027-073567-03752-X,"טבנקין יצחק 9, דימונה",דימונה,טבנקין יצחק,9,,,none,,,,,File A,ok
001027-073567-03753-X,"פרג 24, דימונה",דימונה,פרג,24,,,exact,203621.18,554369.21,,,File A,ok
001027-081676-00753-X,"רקפת 753, דימונה",דימונה,רקפת,753,,8603808,street,203068.05,552445.44,693948.23,3438368.54,File B (Preferred),resolved_preference
001027-083523-00008-X,"רחבת האיסיים 8, דימונה",דימונה,רחבת האיסיים,8,,8604736,exact,203676.03,552733.61,694550.39,3438668.74,File B,ok
001027-073567-03756-X,"יהודה הלוי 29, דימונה",דימונה,יהודה הלוי,29,,,exact,203907.64,553822.13,,,File A,ok
001027-073567-03757-X,"רחבת יונתן 1, דימונה",דימונה,רחבת יונתן,1,,,none,,,,,File A,ok
001027-083633-00144-X,"דרך השלום 144, דימונה",דימונה,דרך השלום,144,,8607707,street,203431.95,553580.41,694289.53,3439510.56,File B (Preferred),resolved_preference
001027-074211-00234-X,"התאנה 234, דימונה",דימונה,התאנה,234,,8602711,street,202509.70,552600.96,693386.87,3438512.95,File B (Preferred),resolved_preference
001027-077597-00185-X,"נוה מדבר 185, דימונה",דימונה,נוה מדבר,185,,8601381,street,202685.35,552167.71,693571.10,3438083.25,File B (Preferred),resolved_preference
001027-073567-03761-X,"נוה מדבר 58, דימונה",דימונה,נוה מדבר,58,,,exact,202572.78,552204.33,,,Both (File A & B),ok
001027-077164-00742-X,"הכלנית 742, דימונה",דימונה,הכלנית,742,,8603717,street,202933.93,552334.38,693816.33,3438254.83,File B (Preferred),resolved_preference
001027-073567-03763-X,"פרג 9, דימונה",דימונה,פרג,9,,,exact,203679.21,554328.96,,,File A,ok
001027-073567-03764-X,"כליל החורש 8, דימונה",דימונה,כליל החורש,8,,,exact,203947.03,554073.06,,,File A,ok
001027-073567-00262-X,"מלכה הנרי 262, דימונה",דימונה,מלכה הנרי,262,,8601199,street,202486.60,552388.56,693367.99,3438300.12,File B (Preferred),resolved_preference
001027-073567-03766-X,"שושן צחור 19, דימונה",דימונה,שושן צחור,19,,,exact,203192.62,553797.62,,,File A,ok
001027-083704-01210-X,"מרחבים 1210, דימונה",דימונה,מרחבים,1210,,8616701,street,203497.57,553750.43,694351.77,3439681.87,File B (Preferred),resolved_preference
001027-073567-03768-X,"כליל החורש 7, דימונה",דימונה,כליל החורש,7,,,exact,203903.76,554072.60,,,File A,ok
001027-073567-03769-X,"משעול חירם 2, דימונה",דימונה,משעול חירם,2,,,exact,202691.93,553550.05,,,File A,ok
001027-082292-01634-X,"כובשי אילת 1634, דימונה",דימונה,כובשי אילת,1634,,8603284,street,203751.86,552507.00,694630.71,3438443.66,File B (Preferred),resolved_preference
001027-073567-03771-X,"שושן צחור 1, דימונה",דימונה,שושן צחור,1,,,exact,203016.75,553800.35,,,File A,ok
001027-073567-03772-X,"יגור 16, דימונה",דימונה,יגור,16,,,none,,,,,File A,ok
001027-077597-00126-X,"נוה מדבר 126, דימונה",דימונה,נוה מדבר,126,,8601314,street,202685.35,552167.71,693571.10,3438083.25,File B (Preferred),resolved_preference
001027-073567-03774-X,"קארו יוסף 11, דימונה",דימונה,קארו יוסף,11,,,exact,204170.93,553488.05,,,File A,ok
001027-082646-00012-X,"התירוש 12, דימונה",דימונה,התירוש,12,,8610562,street,202265.62,552491.84,693145.00,3438398.99,File B (Preferred),resolved_preference
001027-073567-03776-X,"מולדה 3, דימונה",דימונה,מולדה,3,,,none,,,,,File A,ok
001027-073567-03777-X,"נבטים 15, דימונה",דימונה,נבטים,15,,,exact,203385.07,553531.92,,,Both (File A & B),ok
001027-073567-03778-X,"חרוב 12, דימונה",דימונה,חרוב,12,,,exact,203791.46,554326.09,,,File A,ok
001027-073567-03779-X,"רחבת הבנים 11, דימונה",דימונה,רחבת הבנים,11,,,none,,,,,File A,ok
001027-073567-03780-X,"שבזי שלום 28, דימונה",דימונה,שבזי שלום,28,,,exact,204035.48,553430.84,,,File A,ok
001027-073567-03781-X,"פקיעין 14, דימונה",דימונה,פקיעין,14,,,none,,,,,File A,ok
001027-073567-03782-X,"ירמיה 32, דימונה",דימונה,ירמיה,32,,,exact,203442.09,554130.19,,,File A,ok
001027-073567-03783-X,"נורית 1, דימונה",דימונה,נורית,1,,,exact,203693.89,554267.44,,,File A,ok
001027-073567-03784-X,"סיתונית 11, דימונה",דימונה,סיתונית,11,,,exact,203066.38,553934.94,,,File A,ok
001027-073567-03785-X,"יגור 2, דימונה",דימונה,יגור,2,,,none,,,,,File A,ok
001027-073567-03786-X,"אקליפטוס 11, דימונה",דימונה,אקליפטוס,11,,,exact,203968.75,554093.28,,,File A,ok
001027-073567-03787-X,"משעול ארז 6, דימונה",דימונה,משעול ארז,6,,,exact,202666.15,553581.19,,,File A,ok
001027-080813-00006-X,"קציעות 6, דימונה",דימונה,קציעות,6,,8601152,street,203147.61,552282.50,694031.01,3438207.20,File B (Preferred),resolved_preference
001027-073567-03789-X,"המעפיל 50, דימונה",דימונה,המעפיל,50,,,exact,203576.19,553406.29,,,Both (File A & B),ok
001027-073567-03790-X,"משעול רוגל 28, דימונה",דימונה,משעול רוגל,28,,,none,,,,,File A,ok
001027-073567-03791-X,"פרג 10, דימונה",דימונה,פרג,10,,,exact,203682.18,554366.53,,,File A,ok
001027-073567-03792-X,"טופח 6, דימונה",דימונה,טופח,6,,,exact,203896.62,554405.40,,,File A,ok
001027-073567-03793-X,"כליל החורש 57, דימונה",דימונה,כליל החורש,57,,,none,,,,,File A,ok
001027-080737-00038-X,"רחבת אורון 38, דימונה",דימונה,רחבת אורון,38,,8610824,street,202853.17,552528.89,693731.72,3438447.71,File B (Preferred),resolved_preference
001027-073567-03795-X,"חצב 58, דימונה",דימונה,חצב,58,,,none,,,,,File A,ok
001027-073567-03796-X,"ציפורי 43, דימונה",דימונה,ציפורי,43,,,exact,203620.27,551474.13,,,File A,ok
001027-078222-00135-X,"ניצנה 135, דימונה",דימונה,ניצנה,135,,8601332,street,202958.16,552147.39,693844.27,3438068.35,File B (Preferred),resolved_preference
001027-073567-03798-X,"פקיעין 12, דימונה",דימונה,פקיעין,12,,,exact,203351.06,551831.76,,,File A,ok
001027-083956-00143-X,"הזמיר 143, דימונה",דימונה,הזמיר,143,,8611504,street,203537.78,553687.76,694393.21,3439620.00,File B (Preferred),resolved_preference
001027-073567-03800-X,"אשחר 18, דימונה",דימונה,אשחר,18,,,exact,204086.31,554081.14,,,File A,ok
001027-077597-00159-X,"נוה מדבר 159, דימונה",דימונה,נוה מדבר,159,,8601356,street,202685.35,552167.71,693571.10,3438083.25,File B (Preferred),resolved_preference
001027-083523-00002-X,"רחבת האיסיים 2, דימונה",דימונה,רחבת האיסיים,2,,8604730,exact,203627.50,552778.71,694500.98,3438712.87,File B,ok
001027-073567-03803-X,"המעלה 17, דימונה",דימונה,המעלה,17,,,exact,203936.48,553391.94,,,Both (File A & B),ok
001027-073567-03804-X,"סיתונית 7, דימונה",דימונה,סיתונית,7,,,exact,203039.80,553930.29,,,File A,ok
001027-073567-03805-X,"צפצפה 10, דימונה",דימונה,צפצפה,10,,,exact,203561.11,554407.36,,,File A,ok
001027-073567-03806-X,"רחבת הנח""ל 147, דימונה",דימונה,"רחבת הנח""ל",147,,,exact,202868.42,553882.25,,,File A,ok
001027-073567-03807-X,"עבדת 37, דימונה",דימונה,עבדת,37,,,exact,203893.67,552733.13,,,Both (File A & B),ok
001027-073567-03808-X,"העליה 10, דימונה",דימונה,העליה,10,,,exact,203817.28,552782.74,,,Both (File A & B),ok
001027-073567-03809-X,"סיתונית 21, דימונה",דימונה,סיתונית,21,,,exact,203141.71,553937.71,,,File A,ok
001027-073567-03810-X,"רחבת יונתן 11, דימונה",דימונה,רחבת יונתן,11,,,none,,,,,File A,ok
001027-073567-03811-X,"שיקמה 38, דימונה",דימונה,שיקמה,38,,,none,,,,,File A,ok
001027-073567-03812-X,"העליה 20, דימונה",דימונה,העליה,20,,,exact,203884.32,552764.31,,,Both (File A & B),ok
001027-073567-03813-X,"המעלה 12, דימונה",דימונה,המעלה,12,,,exact,203878.34,553417.44,,,Both (File A & B),ok
001027-073567-03814-X,"גמלא 42, דימונה",דימונה,גמלא,42,,,none,,,,,File A,ok
001027-073567-03815-X,"כורזין 8, דימונה",דימונה,כורזין,8,,,exact,203673.59,551551.22,,,File A,ok
001027-073567-03816-X,"פטרה 1, דימונה",דימונה,פטרה,1,,,exact,203645.33,551562.13,,,File A,ok
001027-073567-03817-X,"סיתונית 25, דימונה",דימונה,סיתונית,25,,,exact,203167.81,553938.95,,,File A,ok
001027-073567-03818-X,"מורן החורש 44, דימונה",דימונה,מורן החורש,44,,,exact,204062.59,554145.39,,,File A,ok
001027-073567-03819-X,"ישעיה 46, דימונה",דימונה,ישעיה,46,,,exact,203268.17,554229.63,,,File A,ok
001027-073567-03820-X,"הרמה 34, דימונה",דימונה,הרמה,34,,,exact,203924.13,553118.42,,,File A,ok
001027-073567-03821-X,"טבנקין יצחק 39, דימונה",דימונה,טבנקין יצחק,39,,,none,,,,,File A,ok
001027-085985-00076-X,"דוד אלעזר 76, דימונה",דימונה,דוד אלעזר,76,,8616206,street,203732.79,553633.09,694589.29,3439569.21,File B (Preferred),resolved_preference
